"review","sentiment","reviewer","score","type","stay"
"This hotel has a special characteristic with the local culture, when we enter the lobby area immediately smells good aromatherapy smell. With the strains of Javanese music as backsound Welcoming and friendly staff.  We were quite helped when we stayed in this hotel for 2 days,  Thank you to Erwin Concierge for helping me and my family to create an ittenerary while in Jogja, He was quite helpful and explained several tourist attractions to visit.  Food is quite varied and tasty  I will definitely come and stay in this hotel again someday  Thank you Hotel Tentrem","Positive","Clara",5,"Traveled with family","December 2019"
"This is my second stay in this hotel, and Tentrem always give me the best experience. I am on my family trip to Bandung, Solo, Jogja,and Bali and i decided to choose this hotel during Jogja trip. Last stay i was impressed with this hotel because the luxury interior and the facilities. Unfortunately that day i am not feeling well, because of the long trip and the weather is not good, so i get sick in the middle of the trip. When i was check in the reception staff miss Yohana noticed that i'm not feeling well, so she over me to get wedang uwuh as the welcome drink instead of ice beras kencur, this wedang make my body getting better and she suggest me to get the doctor on call so i can rest in the room and the doctor just come to me. I told her this personal touch is the second…","Negative","allyahputri",5,"Traveled with family","January 2020"
"So homy and comfortable stay..food so delicious..will be bAck soon Friendly staff expesially mr kurniawan and suhemi from HK department..keep rock it.. Gym station so cozy  Lov dis hotel so much Next visit to jogja will be stayed here anymore Tku tentrem hotel","Positive","Rachel S",5,"Traveled on business","February 2020"
"Best stay ever in jogja. Good hotel with amazing room, food, and services. Big size bed, suitable for family. Very accomodating and helpful staff.  But, I have suggestion for improving your service: 1. At the entrance gate, sometimes no guard for helping guest across the street. 2. Entrance sign not visible clearly. 3. Please add lamp or neon box sign for entrance.","Positive","@h3rrypkw",1,"Traveled with family","February 2020"
"We have short holiday and we choose Tentrem Hotel. It is our second visit. The room is cozy. Breakfast is delicious and many choices. We can do gym and swimming. Kids very happy, they can play at playground.","Positive","fennisia w",5,"Traveled with family","February 2020"
"We had a wonderful dining experience at the Tentrem hotel restaurant. The food was authentic Indonesian cuisine, although they serve a variety of international cruise if you prefer. It was all delicious. Vincent made our dinner even more special with his outstanding hospitality. We will be back and recommend to all!","Positive","Krista S",5,"Traveled with family","February 2020"
"Eko & Anan were professional in their work and everything went smoothly with their assistance. Really appreciate their assistance and strongly recommend them as well. My stay at Yogyakarta was excellent and look forward to next visit.","Positive","Thomas",5,"Traveled with family","February 2020"
"The minute you enter the hotel, you will be greeted by the friendly staff, and the relaxing smell of lemongrass. All the staff made you feel welcome and try to make your stay memorable. A big thanks to Mr Giyan - who is in charge of the lounge on the 8th floor. His warm smile, help and service during our stay makes us feel at home.  I stayed at this hotel again last week 1-3 Feb 2020. Mr Giyan has left to pursue a new assignment. But again, coming back to this hotel is like coming home. At the lounge we were greeted by Mr Eko. Eko is very kind and helpful.  Looking forward to staying at the Tentrem Hotel again real soon.","Positive","Princesspooh",5,"Traveled on business","August 2019"
"I come here to attend my friend's wedding. Stay at Tenterem is best choice. Good ambience, cozy environment, nice view. It is a good place for leisure with your friends and families.many choices of breakfast menu. I recommend it and will come again","Positive","Angel",4,"Traveled with family","February 2020"
"So.. this is my first time staying at this hotel. Don’t know why they naming it “tentrem” I guest it have a correlation with the meaning “tentrem” means comfy and balance. First.. I arrive at the reception, I got friendly welcoming from the reception “Mba Evi” who are giving me the local drink “Wedang Uwuh” and some Rice&Soy cake cuisine.. nice welcoming makes me feel “tentrem” and the Second, the room itself well manage and have this soothing aroma that makes me enjoying more the visit. All the places are clean. Third is the charm, all the food are variant from local to western to healthy food are the perfect blend. Not mentiong the forth and five charisma all the facility on this hotel, will definitely makes me want to stay on my next visit to Jogjakarta. ","Positive","adrinal m",5,"Traveled with family","February 2020"
"Delicious Chinese food. Naomi, the waitress is very knowledgeable of the food, recommended the best one for us. Nice atmosphere. The price is not cheap but compatible with the quality and the service.","Positive","Bintari",5,"Traveled with family","January 2020"
"A good hotel with its service  My family and I stayed at this hotel for a Ciputra group event The staff are friendly and kind especially for Erwin and Danny Concierge who are always quick to help.  Just for input to the sales team, please be more responsive to our needs.  But overall the hotel is very good in all aspects  Maintain the service  Thank you","Positive","Ignatius Satrio",5,"Traveled with family","January 2020"
"Nice hotel, fast problem solver, javanese ambiance with nice javanese 'krama inggil' speech, nice attitude roomboy (name Lutfi n Wiyosi)<U+0001F44D><U+0001F44D><U+0001F44D>, every greeting starts with javanese speech <U+0001F929><U+0001F929><U+0001F929>. Meals is variatife with good price and delicious taste.","Positive","Rina Nugroho",5,"Traveled on business","January 2020"
"The service is great and fast service. The concierge and front desk are very helpful for any kind of questions and they will help you straight away. The room facilities also good. The restaurant are also great","Positive","cicilia",5,"Traveled with family","January 2020"
"It is safe to say Tentrem is super cool one! The way they manage the customers was beyond my expectations. All my family said this hotel is great but I dont know that Tentrem is that good. The gym facility was good. The breakfast set was great for me. Location is not really bad, closed to several places you might need (minimart and city center). If you got the chance, try the upper-level rooms. Tentrem will fit for either for business or couples trip.","Positive","Andri",4,"Traveled with family","January 2020"
"Everything in This Place Super Good.....  my friends and i really enjoy to hang out in this place.  Price is Good, Service is Good , Ambience is Good  Taste of Food is Good ... everything is Good...  Must Visit !!!","Positive","HARDIN",5,"Traveled with family","January 2020"
"Wow wow wow.Budi made my 2 coffees extra hot extra strong just like I love my coffee.The best coffee in 4 years at Tentrum I have had.Sitting by the pool before firness enjoying my coffee was fantastic.I only wish everyone was like Budi with making my coffee.Well done Budi and thanks to the girls who served me.Fantastic.Wish I could get buy one get one free though.","Positive","garryjessop",5,"Traveled with family","January 2020"
